kategoria_z_ktorej_odstranit;kod_produktu;nazov;feed
Profesionálna audio technika;MPA120;HPA MPA120 Amp-preamp 100V Public Address;monacor
Profesionálna audio technika;MPT-001;Monacor MPT-001 Piezo výškový reproduktor;monacor
Profesionálna audio technika;MPT-005;Monacor MPT-005 Piezo výškový reproduktor;monacor
Profesionálna audio technika;MPT-016;Monacor MPT-016 Piezo výškový reproduktor;monacor
Profesionálna audio technika;MPT-025;Monacor MPT-025 Piezo výškový reproduktor;monacor
Profesionálna audio technika;MPT-142;Monacor MPT-142 Piezo výškový menič;monacor
Profesionálna audio technika;MPT-151;Monacor MPT-151 Výškový horn;monacor
Profesionálna audio technika;MPT-177;Monacor MPT-177 Piezo výškový reproduktor;monacor
Profesionálna audio technika;MPX-4PA;Monacor MPX-4PA 3-zónový mixpult;monacor
Profesionálna audio technika;MRD-34PA;Monacor MRD-34PA PA Výškový reproduktor, 35 W, 8 Ω;monacor
Profesionálna audio technika;MRD-44PA;Monacor MRD-44PA PA Výškový reproduktor, 45 W, 8 Ω;monacor
Profesionálna audio technika;MRD-80;Monacor MRD-80 PA Výškový reproduktor, 30 W, 8 Ω;monacor
Profesionálna audio technika;MRH-202;Monacor MRH-202 PA mid-high range horn;monacor
Profesionálna audio technika;MRH-300;MONE MRH-300 PA stredovýškový horn;monacor
Profesionálna audio technika;MS-310;DIV MS-310 Prepínač;monacor
Profesionálna audio technika;MS-527;MIA MS-527 Páčkový prepínač, 2 x ON/OFF/ON;monacor
Profesionálna audio technika;MS2MINI;Plugg MS2MINI Speaker Stands;monacor
Profesionálna audio technika;MSH-115;Monacor MSH-115 Hi-fi stredový reproduktor, 50 W, 8 Ω;monacor
Profesionálna audio technika;MSH-115HQ;Monacor MSH-115HQ Vysoko kvalitný hi-fi stredový reproduktor, 50 W, 8 Ω;monacor
Profesionálna audio technika;MSH-116/4;Monacor MSH-116/4 Hi-fi stredový reproduktor, 40 W, 4 Ω;monacor
Profesionálna audio technika;MSW-252;Monacor MSW-252 Bezolovnaté elektronické spájkovacie drôty;monacor
Profesionálna audio technika;MXT-52MP3;Monacor MXT-52MP3 Mixpult s integrovaným MP3 prehrávačom;monacor
Profesionálna audio technika;MZF-4018;Monacor MZF-4018 Skrutky do dreva;monacor
Profesionálna audio technika;MZF-8604;Monacor MZF-8604 Montážne sady pre reproduktory;monacor
Profesionálna audio technika;MZF-8614;Monacor MZF-8614 Skrutky do dreva so šesťhrannou hlavou;monacor
Profesionálna audio technika;MZF-8624;Monacor MZF-8624 Upevňovacia svorka pre mriežky reproduktorov;monacor
Profesionálna audio technika;MZF-8688;Monacor MZF-8688 Montážne sady pre reproduktory;monacor
Profesionálna audio technika;NBB-75DFGX;Neutrik NBB-75DFGX UHD BNC priechodný panelový konektor, 75 Ω, uzemnený;monacor
Profesionálna audio technika;NBB-75DFIX;Neutrik NBB-75DFIX UHD BNC priechodný panelový konektor, 75 Ω, izolovaný;monacor
Profesionálna audio technika;NPA-12/1;Yuasa NPA-12/1 PANASONIC Nabíjateľná olovená batéria, 12 V, 1.3 Ah;monacor
Profesionálna audio technika;NPA-12/2;Yuasa NPA-12/2 PANASONIC Nabíjateľná olovená batéria, 12 V, 2.2 Ah;monacor
Profesionálna audio technika;NPA-12/7;Yuasa NPA-12/7 PANASONIC Nabíjateľná olovená batéria, 12 V, 7.2 Ah;monacor
Profesionálna audio technika;NPA-12/7-1;Yuasa NPA-12/7-1 PANASONIC Nabíjateľná olovená batéria, 12 V, 7.2 Ah;monacor
Profesionálna audio technika;NR-10M;Monacor NR-10M Zapustený hornový reproduktor (hudobný klaksón) s reproduktorom celého rozsahu, 4 Ω;monacor
Profesionálna audio technika;NR-15KS;Monacor NR-15KS Tlakový reproduktor;monacor
Profesionálna audio technika;NR-18KS;Monacor NR-18KS Tlakový reproduktor;monacor
Profesionálna audio technika;NR-22KS;Monacor NR-22KS Tlakový reproduktor;monacor
Profesionálna audio technika;NR-24KS;Monacor NR-24KS Tlakový reproduktor;monacor
Profesionálna audio technika;NR-254KS;Monacor NR-254KS Tlakový reproduktor, odolný voči počasiu;monacor
Profesionálna audio technika;NR-25KS;Monacor NR-25KS Tlakový reproduktor;monacor
Profesionálna audio technika;NR-33KS;Monacor NR-33KS Tlakový reproduktor, odolný voči počasiu;monacor
Profesionálna audio technika;NR-40KS;Monacor NR-40KS Tlakový reproduktor, odolný voči počasiu;monacor
Profesionálna audio technika;NX-8;JTS NX-8 Dynamický vokálny mikrofón;monacor
Profesionálna audio technika;NX-8.8;JTS NX-8.8 Elektretový vokálny mikrofón;monacor
Profesionálna audio technika;NX-8S;JTS NX-8S Dynamický vokálny mikrofón;monacor
Profesionálna audio technika;OMNI-CORD/SW;ORG OMNI-CORD/SW Spottune OMNI CORD speaker, black;monacor
Profesionálna audio technika;OMNI-CORD/WS;ORG OMNI-CORD/WS Spottune OMNI CORD speaker, white;monacor
Profesionálna audio technika;OMNI-REC/SW;ORG OMNI-REC/SW Spottune OMNI REC recessed speaker, black;monacor
Profesionálna audio technika;OMNI-TRACK/SW;ORG OMNI-TRACK/SW Spottune OMNI TRACK speaker, black;monacor
Profesionálna audio technika;OMNI-TRACK/WS;ORG OMNI-TRACK/WS Spottune OMNI TRACK speaker, white;monacor
Profesionálna audio technika;ONDA-660TFW;"Helvia ONDA-660TFW 6.5"" 2-Way Hi-Fi Low-Impedance Coaxial In-Wall/In-Ceiling Speaker";monacor
Profesionálna audio technika;ONDA-880TFW;"Helvia ONDA-880TFW 8"" 2-Way Hi-Fi Low-Impedance Coaxial In-Wall/In-Ceiling Speaker";monacor
Profesionálna audio technika;PA-102;Monacor PA-102 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-1120;Monacor PA-1120 5-zónový mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-1120DMT;Monacor PA-1120DMT Digitálny modul pre ukladanie správ a časov;monacor
Profesionálna audio technika;PA-1120RC;Monacor PA-1120RC PA zónový pultový mikrofón;monacor
Profesionálna audio technika;PA-1140RCD;Monacor PA-1140RCD RDS tuner/CD prehrávač s USB rozhraním;monacor
Profesionálna audio technika;PA-120;ARVOX PA-120 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-1200;Monacor PA-1200 4-zónový mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-1200EX;Monacor PA-1200EX Rozšírenie duálneho modulu;monacor
Profesionálna audio technika;PA-1200IRD;Monacor PA-1200IRD Internet radio DAB+/FM RDS tuner insertion with BT and USB interface;monacor
Profesionálna audio technika;PA-1200M;Monacor PA-1200M Monitorovacia jednotka, 10 + 1 kanálov;monacor
Profesionálna audio technika;PA-1200RM;Monacor PA-1200RM Montážny rám;monacor
Profesionálna audio technika;PA-12040;Monacor PA-12040 4-kanálové mono mixážne zosilňovače, 4 x 120 W;monacor
Profesionálna audio technika;PA-1240;Monacor PA-1240 5-zónový mono PA mixážny zosilňovač, 240 W;monacor
Profesionálna audio technika;PA-1250D;Monacor PA-1250D PA výkonový zosilňovač mono triedy D;monacor
Profesionálna audio technika;PA-1414MX;Monacor PA-1414MX 10-kanálový PA predzosilňovač;monacor
Profesionálna audio technika;PA-1450D;Monacor PA-1450D 4-kanálový zosilňovač triedy D;monacor
Profesionálna audio technika;PA-1480;Monacor PA-1480 Mono PA výkonový zosilňovač;monacor
Profesionálna audio technika;PA-1850D;Monacor PA-1850D 8-kanálový PA zosilňovač triedy D;monacor
Profesionálna audio technika;PA-1960;Monacor PA-1960 Výsokovýkonný mono PA zosilňovač;monacor
Profesionálna audio technika;PA-2240;Monacor PA-2240 PA výkonný zosilňovač;monacor
Profesionálna audio technika;PA-2400RC;Monacor PA-2400RC PA zónový paging pultový mikrofón;monacor
Profesionálna audio technika;PA-240Z;KEPO PA-240Z PA-240Z, 3-zónový zosilňovač 100V so zdrojom hudby;monacor
Profesionálna audio technika;PA-24AD;Monacor PA-24AD 10-cestný PA linkový rozdeľovač;monacor
Profesionálna audio technika;PA-24ESP;Monacor PA-24ESP 24 V núdzový PSU;monacor
Profesionálna audio technika;PA-24FMM;Monacor PA-24FMM Vkladací modul pre núdzové hlásenia;monacor
Profesionálna audio technika;PA-2500RM;KEPO PA-2500RM PA-2500RM, zónový mikrofón;monacor
Profesionálna audio technika;PA-2500SV;KEPO PA-2500SV PA-2500SV, ovládací panel;monacor
Profesionálna audio technika;PA-26FMU;Monacor PA-26FMU PA núdzový zvukový systém;monacor
Profesionálna audio technika;PA-302;Monacor PA-302 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-312;Monacor PA-312 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-324;Monacor PA-324 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-4000PTT;Monacor PA-4000PTT PA pultový mikrofón (push-to-talk);monacor
Profesionálna audio technika;PA-4000RC;Monacor PA-4000RC PA zónový príkazový pultový mikrofón;monacor
Profesionálna audio technika;PA-40120;Monacor PA-40120 4-zónový mixážny mono zosilňovač;monacor
Profesionálna audio technika;PA-4040;Monacor PA-4040 4-zone matrix mixážny zosilňovač;monacor
Profesionálna audio technika;PA-4040MPX;Monacor PA-4040MPX 4-zónový mixpult;monacor
Profesionálna audio technika;PA-4120;Monacor PA-4120 PA výkonové zosilňovače;monacor
Profesionálna audio technika;PA-4120D;Monacor PA-4120D 4-channel class D PA power amplifier;monacor
Profesionálna audio technika;PA-4300PTT;Monacor PA-4300PTT PA pultový mikrofón (push-to-talk);monacor
Profesionálna audio technika;PA-5240;Monacor PA-5240 5-zónový mono PA mixážny zosilňovač, 240 W;monacor
Profesionálna audio technika;PA-6000RC;Monacor PA-6000RC PA zónový paging pultový mikrofón;monacor
Profesionálna audio technika;PA-6010Z;Monacor PA-6010Z 10-zone mono PA mixing amplifier;monacor
Profesionálna audio technika;PA-6040MPX;Monacor PA-6040MPX 4-zónový mixpult;monacor
Profesionálna audio technika;PA-6240;Monacor PA-6240 6-zónový mono PA mixážny zosilňovač, 240 W;monacor
Profesionálna audio technika;PA-6480;Monacor PA-6480 6-zónový mono PA mixážny zosilňovač, 480 W;monacor
Profesionálna audio technika;PA-6600;Monacor PA-6600 6-zónový mono PA mixážny zosilňovač, 600 W;monacor
Profesionálna audio technika;PA-6FD;Monacor PA-6FD Modul detekcie poruchy;monacor
Profesionálna audio technika;PA-6FM;Monacor PA-6FM Modul detekcie poruchy;monacor
Profesionálna audio technika;PA-6FR;Monacor PA-6FR Anti-feedback modul;monacor
Profesionálna audio technika;PA-704;Monacor PA-704 Mixážny zosilňovač;monacor
Profesionálna audio technika;PA-803DAP;Monacor PA-803DAP Mono mixážny PA zosilňovač triedy D, MP3, USB/SD, FM, DAB+, BT, 30 W;monacor
Profesionálna audio technika;PA-806DAP;Monacor PA-806DAP Mono class D PA mixing amplifier, MP3, USB/SD, FM, DAB+, BT, 60 W;monacor
Profesionálna audio technika;PA-812DAP;Monacor PA-812DAP Mono class D PA mixing amplifier, MP3, USB/SD, FM, DAB+, BT, 120 W;monacor
Profesionálna audio technika;PA-900;Monacor PA-900 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-900DT;Monacor PA-900DT Mono PA mixážny zosilňovač s modulom Dante®;monacor
Profesionálna audio technika;PA-900S;Monacor PA-900S Mono PA výkonový zosilňovač;monacor
Profesionálna audio technika;PA-9100D;Monacor PA-9100D Mono PA mixážny zosilňovač triedy D, 1,000W;monacor
Profesionálna audio technika;PA-912S;Monacor PA-912S Mono PA výkonový zosilňovač, 120 W;monacor
Profesionálna audio technika;PA-924;Monacor PA-924 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-924S;Monacor PA-924S Mono PA výkonový zosilňovač, 240 W;monacor
Profesionálna audio technika;PA-928D;Monacor PA-928D Mono PA mixážny  zosilňovač, trieda D, 280 W;monacor
Profesionálna audio technika;PA-948;Monacor PA-948 Mono PA mixážny zosilňovač;monacor
Profesionálna audio technika;PA-948S;Monacor PA-948S Mono PA výkonový zosilňovač, 480 W;monacor
Profesionálna audio technika;PA-M224;Monacor PA-M224 2-zónový PA matrix mixážny zosilňovač;monacor
Profesionálna audio technika;PA-M412;Monacor PA-M412 4-zónový PA matrix mixážny zosilňovač;monacor
Profesionálna audio technika;PA-M4RC;Monacor PA-M4RC PA zónový paging mikrofón;monacor
Profesionálna audio technika;PAM-10;Monacor PAM-10 PA zosilňovač hlasu;monacor
Profesionálna audio technika;PARCOB150RGBWIP;Evoli PARCOB150RGBWIP Led Architectural Projector;monacor
Profesionálna audio technika;PARTYPAR123;BoomTone DJ PARTYPAR123 Led Par Cans;monacor
Profesionálna audio technika;PAST-225/SW;Monacor PAST-225/SW Univerzálny stojan na svetlo;monacor
Profesionálna audio technika;PATL-105;Monacor PATL-105 5-cestný 100 V transformátor;monacor
Profesionálna audio technika;PDM-3;JTS PDM-3 Dynamický vokálny mikrofón;monacor
Profesionálna audio technika;PDM-300;Monacor PDM-300 PA pultový mikrofón;monacor
Profesionálna audio technika;PDM-302;Monacor PDM-302 PA pultový mikrofón;monacor
Profesionálna audio technika;PDM-302PTT;Monacor PDM-302PTT PA desktop microphone (push-to-talk);monacor
Profesionálna audio technika;PDM-57;JTS PDM-57 Univerzálny dynamický mikrofón;monacor
Profesionálna audio technika;PEB-2618S;Monacor PEB-2618S Výstražný piezoelektrický bzučiak;monacor
Profesionálna audio technika;PEB-618S;Monacor PEB-618S Výstražný piezoelektrický bzučiak;monacor
Profesionálna audio technika;PM-2/+-50UA;Monacor PM-2/+-50UA Merač pohyblivej cievky, 0.05 mA;monacor
Profesionálna audio technika;PM-2/100UA;Monacor PM-2/100UA Panelový merač pohyblivej cievky, 0.1 mA;monacor
Profesionálna audio technika;PM-2/10V;Monacor PM-2/10V Moving coil panel meter, 10 V;monacor
Profesionálna audio technika;PM-2/15A;Monacor PM-2/15A Panelový merač pohyblivej cievky, 15 A;monacor
Profesionálna audio technika;PM-2/30UA;Monacor PM-2/30UA Merač pohyblivej cievky, 0.03 mA;monacor
Profesionálna audio technika;PM-2/50MA;Monacor PM-2/50MA Panelový merač pohyblivej cievky, 50 mA;monacor
Profesionálna audio technika;POE-130MID;ORG POE-130MID Power over Ethernet midspan;monacor
Profesionálna audio technika;PS-320/12S;ORG PS-320/12S 320 W vstavaný zdroj energie, DC 12 V/26.7 A;monacor
Profesionálna audio technika;PS-320/24S;ORG PS-320/24S 320 W vstavaný zdroj energie, DC 24 V/13.4 A;monacor
Profesionálna audio technika;PS-510M;JTS PS-510M Adapter/mix pre fantomové napájanie;monacor
Profesionálna audio technika;PS120W;Plugg PS120W Power Cable;monacor
Profesionálna audio technika;PSIP-60/12;ORG PSIP-60/12 LED spínané zdroje napájania;monacor
Profesionálna audio technika;PSS-1000E;Monacor PSS-1000E Spínaný PSU, 1 A;monacor
Profesionálna audio technika;PSS-1210DC;Monacor PSS-1210DC Spínaný napájací zdroj, DC 12 V/1 A;monacor
Profesionálna audio technika;PSS-1230DC;Monacor PSS-1230DC Spínaný napájací zdroj, DC 12 V/3 A;monacor
Profesionálna audio technika;PSS-1500E;Monacor PSS-1500E Spínaný PSU, 1.5 A;monacor
Profesionálna audio technika;PSS-3000E;Monacor PSS-3000E Spínaný PSU, 3 A max.;monacor
Profesionálna audio technika;PSS-600E;Monacor PSS-600E Spínaný PSU, 0.6 A;monacor
Profesionálna audio technika;PT-916;Monacor PT-916 Pružinová svorka reproduktora, 2 pólová;monacor
Profesionálna audio technika;PT-932;Monacor PT-932 Pružinová svorka reproduktora, 4 pólová;monacor
Profesionálna audio technika;PUG-6;Monacor PUG-6 ABS plastové puzdro;monacor
Profesionálna audio technika;PUG-7;Monacor PUG-7 ABS plastové puzdro;monacor
Profesionálna audio technika;R-2;JTS R-2 R-2, miniatúrny bezdrôtový prijímač;monacor
Profesionálna audio technika;R-956/SW;ARVOX R-956/SW Vodotesný 2-pásmový nástenný reproduktor, 60W, IP66;monacor
Profesionálna audio technika;R-956/WS;ARVOX R-956/WS Vodotesný 2-pásmový nástenný reproduktor, 60W, IP66;monacor
Profesionálna audio technika;R-H6100T/SW;ARVOX R-H6100T/SW Štadiónový reproduktor;monacor
Profesionálna audio technika;RACK-MXT52MP3;Monacor RACK-MXT52MP3 Wall-mounted housing for MXT-52MP3;monacor
Profesionálna audio technika;RBT-1000;Monacor RBT-1000 Páskový výškový reproduktor pre PA a hi-fi, 40 W, 6 Ω;monacor
Profesionálna audio technika;RBT-56;Monacor RBT-56 Hi-fi stuhový výškový reproduktor, 10 W, 4 Ω;monacor
Profesionálna audio technika;RBT-95;Monacor RBT-95 Stuhové výškové reproduktory, 30 W, 8 Ω;monacor
Profesionálna audio technika;RBT-95SR;Monacor RBT-95SR Stuhový výškový reproduktor, 40 W, 8 Ω;monacor
Profesionálna audio technika;RC-121/SW;"Monacor RC-121/SW 482 mm (19"") profilová racková skriňa, 1 U";monacor
Profesionálna audio technika;RC-132/SW;"Monacor RC-132/SW 482 mm (19"") profilová racková skriňa, 2 U";monacor
Profesionálna audio technika;RF-EXPLORER/3;Monacor RF-EXPLORER/3 RF spektrum analyzér, 15-2,700 MHz;monacor
Profesionálna audio technika;ROBOWASH7X12W;BoomTone DJ ROBOWASH7X12W Moving Heads Wash;monacor
Profesionálna audio technika;RTF-20;JTS RTF-20 Koaxiálny anténny kábel;monacor
Profesionálna audio technika;RTF-UF20;JTS RTF-UF20 Sada BNC anténnych káblov;monacor
Profesionálna audio technika;RUS-5;Monacor RUS-5 Tlakový reproduktor;monacor
Profesionálna audio technika;RWS-4100;ARVOX RWS-4100 4-zónový streamovací zosilňovač;monacor
Profesionálna audio technika;S-10;ARY S-10 Bezdrôtový, stereo streamer S-10 multi-room;monacor
Profesionálna audio technika;SA-160BT;Monacor SA-160BT Stereo bluetooth zosilňovač, 2 x 30 W;monacor
Profesionálna audio technika;SAM-100WSUB;MONSK SAM-100WSUB WIFI modul aktívneho subwoofera, 100 W/2 Ω, trieda D;monacor
Profesionálna audio technika;SAM-2;Monacor SAM-2 Modul aktívneho subwoofera, 200 W;monacor
Profesionálna audio technika;SAM-300D;Monacor SAM-300D Modul aktívneho subwoofera, 300 W at 4 Ω, trieda D;monacor
Profesionálna audio technika;SAM-500D;Monacor SAM-500D Aktívny modul subwooferu;monacor
Profesionálna audio technika;SAM-80WIFI;MONSK SAM-80WIFI Modul aktívneho reproduktora 2 x 40W/4 Ω, trieda D;monacor
Profesionálna audio technika;SC2288C;HPA SC2288C Conferencing System;monacor
Profesionálna audio technika;SC2288CG8;HPA SC2288CG8 Conferencing System;monacor
Profesionálna audio technika;SC2288D;HPA SC2288D Conferencing System;monacor
Profesionálna audio technika;SC2288FC8;HPA SC2288FC8 Conferencing System;monacor
Profesionálna audio technika;SC2288R;HPA SC2288R Conferencing System;monacor
Profesionálna audio technika;SC400;MacMa SC400 Column PA System;monacor
Profesionálna audio technika;SC400GO;MacMa SC400GO Column PA System;monacor
Profesionálna audio technika;SG-100;Monacor SG-100 Dekoratívna mriežka na reproduktor, Ø 100 mm;monacor
Profesionálna audio technika;SG-130;Monacor SG-130 Dekoratívna mriežka na reproduktor, Ø 130 mm;monacor
Profesionálna audio technika;SG-165;Monacor SG-165 Dekoratívna mriežka na reproduktor, Ø 165 mm;monacor
Profesionálna audio technika;SG-75;Monacor SG-75 Dekoratívna mriežka na reproduktor, Ø 75 mm;monacor
Profesionálna audio technika;SHIELDH250;Evoli SHIELDH250 Moving Heads Spot;monacor
Profesionálna audio technika;SIA-548ROHS;Monacor SIA-548ROHS Náhradná spájkovačka, 48 W;monacor
Profesionálna audio technika;SIC-520ROHS;Monacor SIC-520ROHS Spájkovacia stanica, 48 W;monacor
Profesionálna audio technika;SIEM-111/5;JTS SIEM-111/5 MPX stereo UHF PLL in-ear monitoring systém;monacor
Profesionálna audio technika;SIEM-121T/R;JTS SIEM-121T/R MPX stereo UHF PLL in-ear monitoring systém;monacor
Profesionálna audio technika;SIEM-2/5;JTS SIEM-2/5 Mono UHF PLL in-ear monitoring systém;monacor
Profesionálna audio technika;SIEM-2/R5;JTS SIEM-2/R5 Mono UHF PLL in-ear monitorovací prijímač;monacor
